ident(String),type(String),name(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String)
KELK,small_airport,Elk City Regional Business Airport,2013.0,,US,US-OK,Elk City,KELK,ELK
KELM,medium_airport,Elmira Corning Regional Airport,954.0,,US,US-NY,Elmira/Corning,KELM,ELM
KELN,small_airport,Bowers Field,1764.0,,US,US-WA,Ellensburg,KELN,ELN
KELO,medium_airport,Ely Municipal Airport,1456.0,,US,US-MN,Ely,KELO,ELO
KELP,medium_airport,El Paso International Airport,3959.0,,US,US-TX,El Paso,KELP,ELP
KELY,medium_airport,Ely Airport Yelland Field,6259.0,,US,US-NV,Ely,KELY,ELY
KELZ,small_airport,"Wellsville Municipal Arpt,Tarantine Field",2124.0,,US,US-NY,Wellsville,KELZ,ELZ
KEMM,small_airport,Kemmerer Municipal Airport,7285.0,,US,US-WY,Kemmerer,KEMM,EMM
KEMP,small_airport,Emporia Municipal Airport,1208.0,,US,US-KS,Emporia,KEMP,EMP
KEMT,small_airport,San Gabriel Valley Airport,296.0,,US,US-CA,El Monte,KEMT,EMT
KEMV,small_airport,Emporia Greensville Regional Airport,127.0,,US,US-VA,Emporia,KEMV,EMV
KEND,large_airport,Vance Air Force Base,1307.0,,US,US-OK,Enid,KEND,END
KENL,small_airport,Centralia Municipal Airport,534.0,,US,US-IL,Centralia,KENL,ENL
KENV,medium_airport,Wendover Airport,4237.0,,US,US-UT,Wendover,KENV,ENV
KENW,medium_airport,Kenosha Regional Airport,742.0,,US,US-WI,Kenosha,KENW,ENW
KEOE,small_airport,Newberry County Airport,570.0,,US,US-SC,Newberry,KEOE,EOE
KEOK,small_airport,Keokuk Municipal Airport,671.0,,US,US-IA,Keokuk,KEOK,EOK
KEOP,small_airport,Pike County Airport,660.0,,US,US-OH,Waverly,KEOP,EOP
KEOS,small_airport,Neosho Hugh Robinson Airport,1255.0,,US,US-MO,Neosho,KEOS,EOS
KEPH,small_airport,Ephrata Municipal Airport,1276.0,,US,US-WA,Ephrata,KEPH,EPH
KEPM,small_airport,Eastport Municipal Airport,45.0,,US,US-ME,Eastport,KEPM,EPM
KEQA,small_airport,Captain Jack Thomas El Dorado Airport,1378.0,,US,US-KS,El Dorado,KEQA,EQA
KEQY,small_airport,Charlotte-Monroe Executive Airport,679.0,,US,US-NC,Monroe,KEQY,EQY
KERI,large_airport,Erie International Tom Ridge Field,732.0,,US,US-PA,Erie,KERI,ERI
KERR,small_airport,Errol Airport,1245.0,,US,US-NH,Errol,KERR,ERR
KERV,small_airport,Kerrville Municipal Louis Schreiner Field,1617.0,,US,US-TX,Kerrville,KERV,ERV
KERY,small_airport,Luce County Airport,869.0,,US,US-MI,Newberry,KERY,ERY
KESC,small_airport,Delta County Airport,609.0,,US,US-MI,Escanaba,KESC,ESC
KESF,medium_airport,Esler Regional Airport,112.0,,US,US-LA,Alexandria,KESF,ESF
KESN,small_airport,Easton Newnam Field,72.0,,US,US-MD,Easton,KESN,ESN
KEST,small_airport,Estherville Municipal Airport,1319.0,,US,US-IA,Estherville,KEST,EST
KESW,small_airport,Easton State Airport,2226.0,,US,US-WA,Easton,KESW,ESW
KETB,small_airport,West Bend Municipal Airport,887.0,,US,US-WI,West Bend,KETB,ETB
KETC,small_airport,Tarboro Edgecombe Airport,53.0,,US,US-NC,Tarboro,KETC,ETC
KETH,small_airport,Wheaton Municipal Airport,1025.0,,US,US-MN,Wheaton,KETH,ETH
KETN,small_airport,Eastland Municipal Airport,1464.0,,US,US-TX,Eastland,KETN,ETN
KEUF,small_airport,Weedon Field,285.0,,US,US-AL,Eufaula,KEUF,EUF
KEUG,medium_airport,Mahlon Sweet Field,374.0,,US,US-OR,Eugene,KEUG,EUG
KEUL,small_airport,Caldwell Industrial Airport,2432.0,,US,US-ID,Caldwell,KEUL,EUL
KEVB,small_airport,New Smyrna Beach Municipal Airport,10.0,,US,US-FL,New Smyrna Beach,KEVB,EVB
KEVM,small_airport,Eveleth Virginia Municipal Airport,1379.0,,US,US-MN,Eveleth,KEVM,EVM
KEVU,small_airport,Northwest Missouri Regional Airport,1145.0,,US,US-MO,Maryville,KEVU,EVU
KEVV,medium_airport,Evansville Regional Airport,418.0,,US,US-IN,Evansville,KEVV,EVV
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,7143.0,,US,US-WY,Evanston,KEVW,EVW
KEVY,small_airport,Summit Airport,70.0,,US,US-DE,Middletown,KEVY,EVY
KEWB,medium_airport,New Bedford Regional Airport,80.0,,US,US-MA,New Bedford,KEWB,EWB
KEWK,small_airport,Newton City-County Airport,1533.0,,US,US-KS,Newton,KEWK,EWK
KEWN,medium_airport,Coastal Carolina Regional Airport,18.0,,US,US-NC,New Bern,KEWN,EWN
KEWR,large_airport,Newark Liberty International Airport,18.0,,US,US-NJ,Newark,KEWR,EWR
KEX,small_airport,Kanabea Airport,4288.0,OC,PG,PG-GPK,Kanabea,AYNB,KEA
KEXX,small_airport,Davidson County Airport,733.0,,US,US-NC,Lexington,KEXX,EXX
KEYE,small_airport,Eagle Creek Airpark,823.0,,US,US-IN,Indianapolis,KEYE,EYE
KEYF,small_airport,Curtis L Brown Jr Field,131.0,,US,US-NC,Elizabethtown,KEYF,EYF
KEYQ,small_airport,Weiser Air Park,137.0,,US,US-TX,Houston,KEYQ,EYQ
KEYW,medium_airport,Key West International Airport,3.0,,US,US-FL,Key West,KEYW,EYW
KEZ,seaplane_base,Kelani-Peliyagoda Seaplane Base,,AS,LK,LK-1,Colombo,,
KEZF,small_airport,Shannon Airport,85.0,,US,US-VA,Fredericksburg,KEZF,EZF
KEZI,small_airport,Kewanee Municipal Airport,858.0,,US,US-IL,Kewanee,KEZI,EZI
KEZM,small_airport,Heart of Georgia Regional Airport,304.0,,US,US-GA,Eastman,KEZM,EZM
KEZS,small_airport,Shawano Municipal Airport,813.0,,US,US-WI,Shawano,KEZS,EZS
KEZZ,small_airport,Cameron Memorial Airport,1040.0,,US,US-MO,Cameron,KEZZ,EZZ
KF00,small_airport,Jones Field,618.0,,US,US-TX,Bonham,,F00
KF01,small_airport,Quanah Municipal Airport,1602.0,,US,US-TX,Quanah,,F01
KF02,closed,Fairgrounds Airpark,2911.0,,US,US-MT,Hardin,,
KF05,small_airport,Wilbarger County Airport,1265.0,,US,US-TX,Vernon,F05,F05
KF06,small_airport,Marian Airpark,2008.0,,US,US-TX,Wellington,,F06
KF08,small_airport,Eufaula Municipal Airport,635.0,,US,US-OK,Eufaula,,F08
KF10,small_airport,Henryetta Municipal Airport,849.0,,US,US-OK,Henryetta,KF10,F10
KF14,small_airport,Wichita Valley Airport,1005.0,,US,US-TX,Wichita Falls,,F14
KF17,small_airport,Center Municipal Airport,319.0,,US,US-TX,Center,KF17,F17
KF21,small_airport,Memphis Municipal Airport,2102.0,,US,US-TX,Memphis,KF21,F21
KF22,small_airport,Perry Municipal Airport,1002.0,,US,US-OK,Perry,KF22,F22
KF24,small_airport,Minden Webster Airport,278.0,,US,US-LA,Minden,KF24,F24
KF29,small_airport,Clarence E Page Municipal Airport,1354.0,,US,US-OK,Oklahoma City,KRCE,RCE
KF30,small_airport,Sulphur Municipal Airport,1051.0,,US,US-OK,Sulphur,KF30,F30
KF31,small_airport,Lake Texoma State Park Airport,693.0,,US,US-OK,Kingston,KF31,F31
KF32,small_airport,Healdton Municipal Airport,956.0,,US,US-OK,Healdton,KF32,F32
KF34,small_airport,Firebaugh Airport,157.0,,US,US-CA,Firebaugh,F34,F34
KF35,small_airport,Possum Kingdom Airport,1008.0,,US,US-TX,Graford,KF35,F35
KF36,small_airport,Cordell Municipal Airport,1589.0,,US,US-OK,Cordell,KF36,F36
KF37,small_airport,Carrizozo Municipal Airport,5371.0,,US,US-NM,Carrizozo,KF37,F37
KF41,small_airport,Ennis Municipal Airport,500.0,,US,US-TX,Ennis,KF41,F41
KF43,small_airport,El Dorado Downtown-Stevens field,256.0,,US,US-AR,El Dorado,F43,F43
KF44,small_airport,Athens Municipal Airport,444.0,,US,US-TX,Athens,,F44
KF45,small_airport,North Palm Beach County General Aviation Airport,22.0,,US,US-FL,West Palm Beach,KF45,F45
KF46,small_airport,Rockwall Municipal Airport,574.0,,US,US-TX,Rockwall,,F46
KF47,small_airport,St George Island Airport,3.0,,US,US-FL,Apalachicola,KF47,F47
KF48,small_airport,Nocona Airport,905.0,,US,US-TX,Nocona,KF48,F48
KF49,small_airport,Slaton Municipal Airport,3123.0,,US,US-TX,Slaton,KF49,F49
KF51,small_airport,Winnsboro Municipal Airport,513.0,,US,US-TX,Winnsboro,KF51,F51
KF53,small_airport,Franklin County Airport,412.0,,US,US-TX,Mount Vernon,KF53,F53
KF56,small_airport,Arledge Field,1561.0,,US,US-TX,Stamford,KF56,F56
KF62,small_airport,Hayfork Airport,2321.0,,US,US-CA,Hayfork,F62,F62
KF68,small_airport,Anadarko Municipal Airport,1286.0,,US,US-OK,Anadarko,KF68,F68
KF69,small_airport,Air Park Dallas Airport,695.0,,US,US-TX,Dallas,KF69,F69
KF70,small_airport,French Valley Airport,1350.0,,US,US-CA,Murrieta/Temecula,F70,F70
KF72,small_airport,Franklin Field,21.0,,US,US-CA,Franklin,F72,F72
KF75,small_airport,Harrison Field of Knox City Airport,1500.0,,US,US-TX,Knox City,KF75,F75
KF82,small_airport,Town & Country Airpark,3200.0,,US,US-TX,Lubbock,KF82,F82
KF83,small_airport,Abernathy Municipal Airport,3327.0,,US,US-TX,Abernathy,F83,F83
KF84,small_airport,Stigler Regional Airport,599.0,,US,US-OK,Stigler,KGZL,GZL
KF85,small_airport,Cochran County Airport,3746.0,,US,US-TX,Morton,KF85,F85
KF86,small_airport,Caldwell Parish Airport,67.0,,US,US-LA,Columbia,KF86,F86
KF87,small_airport,Union Parish Airport,121.0,,US,US-LA,Farmerville,KF87,F87
KF88,small_airport,Jonesboro Airport,256.0,,US,US-LA,Jonesboro,KF88,F88
KF89,small_airport,Winnsboro Municipal Airport,76.0,,US,US-LA,Winnsboro,KF89,F89
KF97,small_airport,Seagraves Airport,3366.0,,US,US-TX,Seagraves,KF97,F97
KF98,small_airport,Yoakum County Airport,3704.0,,US,US-TX,Plains,KF98,F98
KF99,small_airport,Holdenville Municipal Airport,861.0,,US,US-OK,Holdenville,KF99,F99
KFAF,medium_airport,Felker Army Air Field,12.0,,US,US-VA,Fort Eustis,KFAF,FAF
KFAM,small_airport,Farmington Regional Airport,946.0,,US,US-MO,Farmington,KFAM,FAM
KFAR,medium_airport,Hector International Airport,902.0,,US,US-ND,Fargo,KFAR,FAR
KFAT,medium_airport,Fresno Yosemite International Airport,336.0,,US,US-CA,Fresno,KFAT,FAT
KFAY,medium_airport,Fayetteville Regional Grannis Field,189.0,,US,US-NC,Fayetteville,KFAY,FAY
KFBG,medium_airport,Simmons Army Air Field,244.0,,US,US-NC,Fort Bragg,KFBG,FBG
KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,1060.0,,US,US-MN,Faribault,KFBL,FBL
KFBR,small_airport,Fort Bridger Airport,7034.0,,US,US-WY,Fort Bridger,KFBR,FBR
KFBY,small_airport,Fairbury Municipal Airport,1479.0,,US,US-NE,Fairbury,KFBY,FBY
KFCH,small_airport,Fresno Chandler Executive Airport,279.0,,US,US-CA,Fresno,KFCH,FCH
KFCI,small_airport,Chesterfield County Airport,236.0,,US,US-VA,Richmond,KFCI,FCI
KFCM,small_airport,Flying Cloud Airport,906.0,,US,US-MN,Minneapolis,KFCM,FCM
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,5838.0,,US,US-CO,Fort Carson,KFCS,FCS
KFCT,heliport,Vagabond Army Heliport,1378.0,,US,US-WA,Yakima,KFCT,FCT
KFCY,small_airport,Forrest City Municipal Airport,249.0,,US,US-AR,Forrest City,KFCY,FCY
KFDK,small_airport,Frederick Municipal Airport,303.0,,US,US-MD,Frederick,KFDK,FDK
KFDR,small_airport,Frederick Regional Airport,1258.0,,US,US-OK,Frederick,KFDR,FDR
KFDW,small_airport,Fairfield County Airport,577.0,,US,US-SC,Winnsboro,KFDW,FDW
KFDY,medium_airport,Findlay Airport,813.0,,US,US-OH,Findlay,KFDY,FDY
KFEP,small_airport,Albertus Airport,859.0,,US,US-IL,Freeport,KFEP,FEP
KFES,small_airport,Festus Memorial Airport,433.0,,US,US-MO,Festus,KFES,FES
KFET,small_airport,Fremont Municipal Airport,1204.0,,US,US-NE,Fremont,KFET,FET
KFFA,small_airport,First Flight Airport,13.0,,US,US-NC,Kill Devil Hills,KFFA,FFA
KFFC,small_airport,Peachtree City Falcon Field,808.0,,US,US-GA,Atlanta,KFFC,FFC
KFFL,small_airport,Fairfield Municipal Airport,799.0,,US,US-IA,Fairfield,KFFL,FFL
KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,1183.0,,US,US-MN,Fergus Falls,KFFM,FFM
KFFO,large_airport,Wright-Patterson Air Force Base,823.0,,US,US-OH,Dayton,KFFO,FFO
KFFT,small_airport,Capital City Airport,806.0,,US,US-KY,Frankfort,KFFT,FFT
KFFX,small_airport,Fremont Municipal Airport,772.0,,US,US-MI,Fremont,KFFX,FFX
KFFZ,small_airport,Falcon Field,1394.0,,US,US-AZ,Mesa,KFFZ,FFZ
KFGX,small_airport,Fleming Mason Airport,913.0,,US,US-KY,Flemingsburg,KFGX,FGX
KFHR,small_airport,Friday Harbor Airport,113.0,,US,US-WA,Friday Harbor,KFHR,FHR
KFHU,medium_airport,Sierra Vista Municipal Libby Army Air Field,4719.0,,US,US-AZ,Fort Huachuca Sierra Vista,KFHU,FHU
KFIG,small_airport,Clearfield Lawrence Airport,1516.0,,US,US-PA,Clearfield,KFIG,FIG
KFIT,small_airport,Fitchburg Municipal Airport,348.0,,US,US-MA,Fitchburg,KFIT,FIT
KFKA,small_airport,Fillmore County Airport,1277.0,,US,US-MN,Preston,KFKA,FKA
KFKL,medium_airport,Venango Regional Airport,1540.0,,US,US-PA,Franklin,KFKL,FKL
KFKN,small_airport,Franklin Municipal-John Beverly Rose Airport,41.0,,US,US-VA,Franklin,KFKN,FKN
KFKR,small_airport,Frankfort Municipal Airport,861.0,,US,US-IN,Frankfort,KFKR,FKR
KFKS,small_airport,Frankfort Dow Memorial Field,633.0,,US,US-MI,Frankfort,KFKS,FKS
KFLD,small_airport,Fond du Lac County Airport,808.0,,US,US-WI,Fond du Lac,KFLD,FLD
KFLG,medium_airport,Flagstaff Pulliam Airport,7014.0,,US,US-AZ,Flagstaff,KFLG,FLG
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL
KFLO,medium_airport,Florence Regional Airport,146.0,,US,US-SC,Florence,KFLO,FLO
KFLP,small_airport,Marion County Regional Airport,719.0,,US,US-AR,Flippin,KFLP,FLP
KFLR,closed,Fall River Airport,190.0,,US,US-MA,Fall River,KFLR,FLR
KFLU,closed,Flushing Airport,,,US,US-NY,Queens,KFLU,
KFLV,small_airport,Sherman Army Air Field,772.0,,US,US-KS,Fort Leavenworth,KFLV,FLV
KFLX,small_airport,Fallon Municipal Airport,3963.0,,US,US-NV,Fallon,KFLX,FLX
KFME,medium_airport,Tipton Airport,150.0,,US,US-MD,Fort Meade(Odenton),KFME,FME
KFMH,small_airport,Cape Cod Coast Guard Air Station,131.0,,US,US-MA,Falmouth,KFMH,FMH
KFMM,small_airport,Fort Morgan Municipal Airport,4569.0,,US,US-CO,Fort Morgan,KFMM,FMM
KFMN,medium_airport,Four Corners Regional Airport,5506.0,,US,US-NM,Farmington,KFMN,FMN
KFMY,medium_airport,Page Field,17.0,,US,US-FL,Fort Myers,KFMY,FMY
KFMZ,small_airport,Fairmont State Airfield,1636.0,,US,US-NE,Fairmont,KFMZ,FMZ
KFNB,small_airport,Brenner Field,984.0,,US,US-NE,Falls City,KFNB,FNB
KFNL,small_airport,Northern Colorado Regional Airport,5016.0,,US,US-CO,Fort Collins/Loveland,KFNL,FNL
KFNT,medium_airport,Bishop International Airport,782.0,,US,US-MI,Flint,KFNT,FNT
KFOA,small_airport,Flora Municipal Airport,473.0,,US,US-IL,Flora,KFOA,FOA
KFOD,medium_airport,Fort Dodge Regional Airport,1156.0,,US,US-IA,Fort Dodge,KFOD,FOD
KFOE,medium_airport,Topeka Regional Airport - Forbes Field,1078.0,,US,US-KS,Topeka,KFOE,FOE
KFOK,small_airport,Francis S Gabreski Airport,67.0,,US,US-NY,Westhampton Beach,KFOK,FOK
KFOM,small_airport,Fillmore Municipal Airport,4985.0,,US,US-UT,Fillmore,KFOM,FOM
KFOT,small_airport,Rohnerville Airport,393.0,,US,US-CA,Fortuna,KFOT,FOT
KFOZ,small_airport,Bigfork Municipal Airport,1348.0,,US,US-MN,Bigfork,KFOZ,FOZ
KFPK,small_airport,Fitch H Beach Airport,891.0,,US,US-MI,Charlotte,KFPK,FPK
KFPR,medium_airport,St Lucie County International Airport,24.0,,US,US-FL,Fort Pierce,KFPR,FPR
KFQD,small_airport,Rutherford County Marchman Field,1077.0,,US,US-NC,Rutherfordton,KFQD,FQD
KFRG,medium_airport,Republic Airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG
KFRH,small_airport,French Lick Municipal Airport,792.0,,US,US-IN,French Lick,KFRH,FRH
KFRI,medium_airport,Marshall Army Air Field,1065.0,,US,US-KS,Fort Riley(Junction City),KFRI,FRI
KFRM,small_airport,Fairmont Municipal Airport,1162.0,,US,US-MN,Fairmont,KFRM,FRM
KFRR,small_airport,Front Royal Warren County Airport,709.0,,US,US-VA,Front Royal,KFRR,FRR
KFSD,medium_airport,Joe Foss Field Airport,1429.0,,US,US-SD,Sioux Falls,KFSD,FSD
KFSE,small_airport,Fosston Municipal Airport-Anderson Field,1277.0,,US,US-MN,Fosston,KFSE,FSE
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),1189.0,,US,US-OK,Fort Sill,KFSI,FSI
KFSK,small_airport,Fort Scott Municipal Airport,918.0,,US,US-KS,Fort Scott,KFSK,FSK
KFSM,large_airport,Fort Smith Regional Airport,469.0,,US,US-AR,Fort Smith,KFSM,FSM
KFSO,small_airport,Franklin County State Airport,228.0,,US,US-VT,Highgate,KFSO,FSO
KFST,medium_airport,Fort Stockton Pecos County Airport,3011.0,,US,US-TX,Fort Stockton,KFST,FST
KFSU,small_airport,Fort Sumner Municipal Airport,4165.0,,US,US-NM,Fort Sumner,KFSU,FSU
KFSW,small_airport,Fort Madison Municipal Airport,724.0,,US,US-IA,Fort Madison,KFSW,FSW
KFTG,small_airport,Front Range Airport,5512.0,,US,US-CO,Denver,KFTG,FTG
KFTK,medium_airport,Godman Army Air Field,756.0,,US,US-KY,Fort Knox,KFTK,FTK
KFTT,small_airport,Elton Hensley Memorial Airport,886.0,,US,US-MO,Fulton,KFTT,FTT
KFTW,large_airport,Fort Worth Meacham International Airport,710.0,,US,US-TX,Fort Worth,KFTW,FTW
KFTY,medium_airport,Fulton County Airport Brown Field,841.0,,US,US-GA,Atlanta,KFTY,FTY
KFUL,small_airport,Fullerton Municipal Airport,96.0,,US,US-CA,Fullerton,KFUL,FUL
KFVE,small_airport,Northern Aroostook Regional Airport,988.0,,US,US-ME,Frenchville,KFVE,FVE
KFVX,small_airport,Farmville Regional Airport,416.0,,US,US-VA,Farmville,KFVX,FVX
KFWA,large_airport,Fort Wayne International Airport,814.0,,US,US-IN,Fort Wayne,KFWA,FWA
KFWC,small_airport,Fairfield Municipal Airport,436.0,,US,US-IL,Fairfield,KFWC,FWC
KFWN,small_airport,Sussex Airport,421.0,,US,US-NJ,Sussex,KFWN,FWN
KFWQ,small_airport,Rostraver Airport,1228.0,,US,US-PA,Monongahela,KFWQ,FWQ
KFWS,small_airport,Fort Worth Spinks Airport,700.0,,US,US-TX,Fort Worth,KFWS,FWS
KFXE,medium_airport,Fort Lauderdale Executive Airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE
KFXY,small_airport,Forest City Municipal Airport,1229.0,,US,US-IA,Forest City,KFXY,FXY
KFYE,small_airport,Fayette County Airport,436.0,,US,US-TN,Somerville,KFYE,FYE
KFYJ,small_airport,Middle Peninsula Regional Airport,20.0,,US,US-VA,West Point,KFYJ,FYJ
KFYM,small_airport,Fayetteville Municipal Airport,984.0,,US,US-TN,Fayetteville,KFYM,FYM
KFYV,medium_airport,Drake Field,1251.0,,US,US-AR,Fayetteville,KFYV,FYV
KFZG,small_airport,Fitzgerald Municipal Airport,365.0,,US,US-GA,Fitzgerald,KFZG,FZG
KFZI,small_airport,Fostoria Metropolitan Airport,752.0,,US,US-OH,Fostoria,KFZI,FZI
KFZY,small_airport,Oswego County Airport,475.0,,US,US-NY,Fulton,KFZY,FZY
KG-0001,medium_airport,Jalal-Abad Airport,2591.0,AS,KG,KG-J,Jalal-Abad,UAFJ,
KG-0002,small_airport,Naryn Airport,6998.0,AS,KG,KG-N,Naryn,UAFN,
KG-0003,small_airport,Toktogul Airport,3157.0,AS,KG,KG-J,Toktogul,,
KG-0004,small_airport,Talas Airport,4153.0,AS,KG,KG-T,Talas,UAFT,
KG-0005,small_airport,Chatkel Agri Airport,2126.0,AS,KG,KG-C,Chatkel,,
KG-0006,small_airport,Tamga Airport,5655.0,AS,KG,KG-Y,Tamga,UAFA,
KG-0007,small_airport,Tokmok Airport,2770.0,AS,KG,KG-C,Tokmok,UAFF,
KG-0008,small_airport,Chon Aryk Airport,2958.0,AS,KG,KG-C,Bishkek,,
KG-0009,closed,Frunze Airport,2771.0,AS,KG,KG-C,Bishkek,,
KG-0010,small_airport,Frunze Northwest Airport,2311.0,AS,KG,KG-C,Bishkek,,
KG-0011,small_airport,Sretenka Airport,2162.0,AS,KG,KG-C,Sretenka,,
KG-0012,small_airport,Verkhnyaya Alaarcha Airport,3925.0,AS,KG,KG-C,Verkhnyaya Alaarcha,,
KG-0013,small_airport,Bazar Kurgan Airport,2211.0,AS,KG,KG-J,Bazar Kurgan,,
KG-0014,small_airport,Kerben Airport,4199.0,AS,KG,KG-J,Kerben,UAFE,
KG-0015,small_airport,Suzak Airport,2350.0,AS,KG,KG-J,Suzak,,
KG-0016,small_airport,Torktul Airport,3157.0,AS,KG,KG-J,Zarger,,
KG-0017,small_airport,Aravan West Airport,2117.0,AS,KG,KG-O,Aravan,,
KG-0018,small_airport,Kyzyl-Kiya Airport,2928.0,AS,KG,KG-B,Kyzyl-Kiya,UAFS,
KG-0019,small_airport,Madaniyat Airport,2936.0,AS,KG,KG-O,Madaniyat,,
KG-0020,small_airport,Osh West Airport,3138.0,AS,KG,KG-GO,Osh,,
KG-0021,small_airport,Pokrovka Airport,2734.0,AS,KG,KG-T,Pokrovka,,
KG-0022,small_airport,Novopokrovskiyi Airport,,AS,KG,KG-C,Novopokrovka,,
KG-0023,small_airport,Balykchy Airport,5326.0,AS,KG,KG-Y,Balykchy,UAFR,
KG-0024,closed,Kalacha Southwest Airport,2326.0,AS,KG,KG-B,Kalacha,,
KG-0025,closed,Khaydarken  Airport,6440.0,AS,KG,KG-B,Khaydarken,,
KG-0026,closed,Sovetsky/Kiyan Kul Airport,3600.0,AS,KG,KG-B,Sovetsky,,
KG-0027,closed,Belovodskoye Airport,2555.0,AS,KG,KG-C,Belovodskoye,,
KG-0028,closed,Kara Baita Airport,2615.0,AS,KG,KG-C,Kara Baita,,
KG-0029,closed,Miyanfan Airport,2239.0,AS,KG,KG-C,Miyanfan,,
KG-0030,closed,Ala Buka Airport,3892.0,AS,KG,KG-J,Ala Buka,,
KG-0031,closed,Mikhaylovka Dmitriyevka Airport,4039.0,AS,KG,KG-J,Mazar-Bulak,,
KG-0032,closed,Sakaldy Dubar Airport,1885.0,AS,KG,KG-J,Sakaldy,,
KG-0033,closed,Spasskoye/Akbash Airport,2894.0,AS,KG,KG-J,Aman Ail,,
KG-0034,closed,At Bashi Airport,6600.0,AS,KG,KG-N,At Bashi,,
KG-0035,closed,Chayek Airport,5495.0,AS,KG,KG-N,Chayek,,
KG-0036,closed,Daraut Kurgan Airport,8250.0,AS,KG,KG-O,Daraut Kurgan,,
KG-0037,closed,Osh East Airport,3338.0,AS,KG,KG-O,Osh,,
KG-0038,closed,Groznoye Airport,3264.0,AS,KG,KG-T,Groznoye,,
KG-0039,closed,Kirgizskaya Airport,2415.0,AS,KG,KG-T,Kirgizskaya,,
KG-0040,closed,Kirovskoye Airport,3135.0,AS,KG,KG-T,Kirovskoye,,
KG-0041,closed,Koksay Airport,3066.0,AS,KG,KG-T,Koksay,,
KG-0042,closed,Pokrovka/Ozero Issyk Kul Airport,5812.0,AS,KG,KG-Y,Prokovka,,
KG-0043,small_airport,Ak Bashat Airport,,AS,KG,KG-C,Ak Bashat village,,
KGAD,small_airport,Northeast Alabama Regional Airport,569.0,,US,US-AL,Gadsden,KGAD,GAD
KGAF,small_airport,Hutson Field,824.0,,US,US-ND,Grafton,KGAF,GAF
KGAG,small_airport,Gage Airport,2223.0,,US,US-OK,Gage,KGAG,GAG
KGAI,small_airport,Montgomery County Airpark,539.0,,US,US-MD,Gaithersburg,KGAI,GAI
KGAO,small_airport,South Lafourche Leonard Miller Jr Airport,1.0,,US,US-LA,Galliano,KGAO,GAO
KGAS,small_airport,Gallia Meigs Regional Airport,566.0,,US,US-OH,Gallipolis,KGAS,GAS
KGBD,small_airport,Great Bend Municipal Airport,1887.0,,US,US-KS,Great Bend,KGBD,GBD
KGBG,small_airport,Galesburg Municipal Airport,764.0,,US,US-IL,Galesburg,KGBG,GBG
KGBN,small_airport,Gila Bend Af Aux Airport,883.0,,US,US-AZ,Gila Bend,KGXF,GXF
KGBR,small_airport,Walter J. Koladza Airport,739.0,,US,US-MA,Great Barrington,KGBR,GBR
KGCC,medium_airport,Gillette Campbell County Airport,4365.0,,US,US-WY,Gillette,KGCC,GCC
KGCD,small_airport,Grant Co Regional/Ogilvie Field,3703.0,,US,US-OR,John Day,KGCD,GCD
KGCK,medium_airport,Garden City Regional Airport,2891.0,,US,US-KS,Garden City,KGCK,GCK
KGCM,small_airport,Claremore Regional Airport,733.0,,US,US-OK,Claremore,KGCM,GCM
KGCN,medium_airport,Grand Canyon National Park Airport,6609.0,,US,US-AZ,Grand Canyon,KGCN,GCN
KGCT,small_airport,Guthrie County Regional Airport,1230.0,,US,US-IA,Guthrie Center,KGCT,GCT
KGCY,small_airport,Greeneville-Greene County Municipal Airport,1608.0,,US,US-TN,Greeneville,KGCY,GCY
KGDB,small_airport,Granite Falls Municipal-Lenzen-Roe Memorial Field,1047.0,,US,US-MN,Granite Falls,KGDB,GDB
KGDJ,small_airport,Granbury Regional Airport,778.0,,US,US-TX,Granbury,KGDJ,GDJ
KGDM,small_airport,Gardner Municipal Airport,955.0,,US,US-MA,Gardner,KGDM,GDM
KGDV,medium_airport,Dawson Community Airport,2458.0,,US,US-MT,Glendive,KGDV,GDV
KGDW,small_airport,Gladwin Zettel Memorial Airport,776.0,,US,US-MI,Gladwin,KGDW,GDW
KGED,small_airport,Sussex County Airport,53.0,,US,US-DE,Georgetown,KGED,GED
KGEG,large_airport,Spokane International Airport,2376.0,,US,US-WA,Spokane,KGEG,GEG
KGEO,small_airport,Brown County Airport,958.0,,US,US-OH,Georgetown,KGEO,GEO
KGEU,small_airport,Glendale Municipal Airport,1071.0,,US,US-AZ,Glendale,KGEU,GEU
KGEV,small_airport,Ashe County Airport,3180.0,,US,US-NC,Jefferson,KGEV,GEV
KGEY,small_airport,South Big Horn County Airport,3939.0,,US,US-WY,Greybull,KGEY,GEY
KGEZ,small_airport,Shelbyville Municipal Airport,803.0,,US,US-IN,Shelbyville,KGEZ,GEZ
KGFA,heliport,Malmstrom Air Force Base,3472.0,,US,US-MT,Great Falls,KGFA,GFA
